file,key,language,path,state,value,source_value,comment
Localizable,home.nextCharacter %lld %@,it,plural.one,translated,Ancora %1$lld conchiglia per sbloccare %2$@,%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,it,plural.other,translated,Ancora %1$lld conchiglie per sbloccare %2$@,%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,ja,plural.one,translated,あと%1$lld個の貝がらで%2$@をアンロック,%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,ja,plural.other,translated,あと%1$lld個の貝がらで%2$@をアンロック,%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,ka,plural.one,translated,"კიდევ %1$lld ნიჟარა, რომ გახსნა %2$@",%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,ka,plural.other,translated,"კიდევ %1$lld ნიჟარა, რომ გახსნა %2$@",%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,kk,plural.one,translated,%2$@ құлпын ашуға тағы %1$lld бақалшақ,%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,kk,plural.other,translated,%2$@ құлпын ашуға тағы %1$lld бақалшақ,%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,km,plural.one,translated,ត្រូវការសំបកខ្យង %1$lld ទៀត ដើម្បីដោះសោ %2$@,%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,km,plural.other,translated,ត្រូវការសំបកខ្យង %1$lld ទៀត ដើម្បីដោះសោ %2$@,%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,kn,plural.one,translated,%2$@ ಅನ್ನು ತೆರೆಯಲು ಇನ್ನೂ %1$lld ಚಿಪ್ಪು,%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,kn,plural.other,translated,%2$@ ಅನ್ನು ತೆರೆಯಲು ಇನ್ನೂ %1$lld ಚಿಪ್ಪುಗಳು,%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,ko,plural.one,translated,%2$@ 잠금 해제까지 조개껍데기 %1$lld개 남았어요,%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,ko,plural.other,translated,%2$@ 잠금 해제까지 조개껍데기 %1$lld개 남았어요,%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,lo,plural.one,translated,ຕ້ອງການເປືອກຫອຍອີກ %1$lld ເພື່ອປົດລັອກ %2$@,%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,lo,plural.other,translated,ຕ້ອງການເປືອກຫອຍອີກ %1$lld ເພື່ອປົດລັອກ %2$@,%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,lt,plural.one,translated,"Dar %1$lld kriauklė, kad atrakintum %2$@",%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,lt,plural.other,translated,"Dar %1$lld kriauklių, kad atrakintum %2$@",%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,lv,plural.one,translated,"Vēl %1$lld gliemežvāks, lai atbloķētu %2$@",%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,lv,plural.other,translated,"Vēl %1$lld gliemežvāki, lai atbloķētu %2$@",%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,mk,plural.one,translated,Уште %1$lld школка за да го отклучиш %2$@,%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,mk,plural.other,translated,Уште %1$lld школки за да го отклучиш %2$@,%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,ml,plural.one,translated,%2$@ അൺലോക്ക് ചെയ്യാൻ ഇനി %1$lld ചിപ്പി,%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,ml,plural.other,translated,%2$@ അൺലോക്ക് ചെയ്യാൻ ഇനി %1$lld ചിപ്പികൾ,%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,mn,plural.one,translated,%2$@-г нээхэд дахиад %1$lld хясаа хэрэгтэй,%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,mn,plural.other,translated,%2$@-г нээхэд дахиад %1$lld хясаа хэрэгтэй,%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,mr,plural.one,translated,%2$@ अनलॉक करण्यासाठी अजून %1$lld शिंपला,%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,mr,plural.other,translated,%2$@ अनलॉक करण्यासाठी अजून %1$lld शिंपले,%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,ms,plural.one,translated,%1$lld cangkerang lagi untuk membuka %2$@,%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,ms,plural.other,translated,%1$lld cangkerang lagi untuk membuka %2$@,%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,my,plural.one,translated,%2$@ ကို လော့ခ်ဖွင့်ဖို့ ခရုခွံ %1$lld ခု ထပ်လိုသေးတယ်,%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,my,plural.other,translated,%2$@ ကို လော့ခ်ဖွင့်ဖို့ ခရုခွံ %1$lld ခု ထပ်လိုသေးတယ်,%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,nb,plural.one,translated,%1$lld skjell til for å låse opp %2$@,%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,nb,plural.other,translated,%1$lld skjell til for å låse opp %2$@,%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,ne,plural.one,translated,%2$@ खोल्न अझै %1$lld सिपी,%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,ne,plural.other,translated,%2$@ खोल्न अझै %1$lld सिपीहरू,%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,nl,plural.one,translated,Nog %1$lld schelp tot %2$@,%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,nl,plural.other,translated,Nog %1$lld schelpen tot %2$@,%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,or,plural.one,translated,%2$@ ଖୋଲିବାକୁ ଆଉ %1$lldଟି ଶାମୁକା ଖୋଳ,%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,or,plural.other,translated,%2$@ ଖୋଲିବାକୁ ଆଉ %1$lldଟି ଶାମୁକା ଖୋଳ,%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,pa,plural.one,translated,%2$@ ਨੂੰ ਅਨਲੌਕ ਕਰਨ ਲਈ ਹੋਰ %1$lld ਸੀਪੀ,%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,pa,plural.other,translated,%2$@ ਨੂੰ ਅਨਲੌਕ ਕਰਨ ਲਈ ਹੋਰ %1$lld ਸੀਪੀਆਂ,%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,pl,plural.one,translated,"Jeszcze %1$lld muszla, aby odblokować %2$@",%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,pl,plural.other,translated,"Jeszcze %1$lld muszli, aby odblokować %2$@",%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,pt,plural.one,translated,Falta %1$lld concha para desbloquear %2$@,%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,pt,plural.other,translated,Faltam %1$lld conchas para desbloquear %2$@,%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,ro,plural.one,translated,Încă %1$lld scoică pentru a-l debloca pe %2$@,%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,ro,plural.other,translated,Încă %1$lld scoici pentru a-l debloca pe %2$@,%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,ru,plural.one,translated,"Ещё %1$lld ракушка, чтобы открыть %2$@",%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,ru,plural.other,translated,"Ещё %1$lld ракушек, чтобы открыть %2$@",%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,si,plural.one,translated,%2$@ අගුළු හැරීමට තවත් සිප්පි කටුව %1$lldක්,%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,si,plural.other,translated,%2$@ අගුළු හැරීමට තවත් සිප්පි කටු %1$lldක්,%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,sk,plural.one,translated,Ešte %1$lld mušľa na odomknutie %2$@,%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,sk,plural.other,translated,Ešte %1$lld mušlí na odomknutie %2$@,%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,sl,plural.one,translated,Še %1$lld školjka za odklep %2$@,%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,sl,plural.other,translated,Še %1$lld školjk za odklep %2$@,%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,sq,plural.one,translated,Edhe %1$lld guaskë për të zhbllokuar %2$@,%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,sq,plural.other,translated,Edhe %1$lld guaska për të zhbllokuar %2$@,%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,sr,plural.one,translated,Још %1$lld шкољка за откључавање лика %2$@,%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,sr,plural.other,translated,Још %1$lld шкољки за откључавање лика %2$@,%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,sv,plural.one,translated,%1$lld snäcka till för att låsa upp %2$@,%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,sv,plural.other,translated,%1$lld snäckor till för att låsa upp %2$@,%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,sw,plural.one,translated,Gamba %1$lld zaidi ili kufungua %2$@,%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,sw,plural.other,translated,Magamba %1$lld zaidi ili kufungua %2$@,%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,ta,plural.one,translated,%2$@-ஐ திறக்க இன்னும் %1$lld சிப்பி,%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,ta,plural.other,translated,%2$@-ஐ திறக்க இன்னும் %1$lld சிப்பிகள்,%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,te,plural.one,translated,%2$@ ను అన్‌లాక్ చేయడానికి ఇంకా %1$lld గవ్వ,%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,te,plural.other,translated,%2$@ ను అన్‌లాక్ చేయడానికి ఇంకా %1$lld గవ్వలు,%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,th,plural.one,translated,เหลือเปลือกหอยอีก %1$lld ชิ้นเพื่อปลดล็อก %2$@,%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,th,plural.other,translated,เหลือเปลือกหอยอีก %1$lld ชิ้นเพื่อปลดล็อก %2$@,%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,tr,plural.one,translated,%2$@ kilidini açmak için %1$lld deniz kabuğu daha,%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,tr,plural.other,translated,%2$@ kilidini açmak için %1$lld deniz kabuğu daha,%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,ug,plural.one,translated,%2$@ نى ئېچىشقا يەنە %1$lld دېڭىز قېپى كېرەك,%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,ug,plural.other,translated,%2$@ نى ئېچىشقا يەنە %1$lld دېڭىز قېپى كېرەك,%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,uk,plural.one,translated,"Ще %1$lld мушля, щоб відкрити %2$@",%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,uk,plural.other,translated,"Ще %1$lld мушель, щоб відкрити %2$@",%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,ur,plural.one,translated,%2$@ کو کھولنے کے لیے مزید %1$lld سیپی,%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,ur,plural.other,translated,%2$@ کو کھولنے کے لیے مزید %1$lld سیپیاں,%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,uz,plural.one,translated,%2$@ ni ochish uchun yana %1$lld ta chig‘anoq,%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,uz,plural.other,translated,%2$@ ni ochish uchun yana %1$lld ta chig‘anoq,%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,vi,plural.one,translated,Cần thêm %1$lld vỏ sò để mở khóa %2$@,%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,vi,plural.other,translated,Cần thêm %1$lld vỏ sò để mở khóa %2$@,%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,zh,plural.one,translated,还差 %1$lld 个贝壳即可解锁 %2$@,%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,zh,plural.other,translated,还差 %1$lld 个贝壳即可解锁 %2$@,%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,zu,plural.one,translated,Kusele igobolondo elingu-%1$lld ukuze uvule u-%2$@,%1$lld more shell to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.nextCharacter %lld %@,zu,plural.other,translated,Kusele amagobolondo angu-%1$lld ukuze uvule u-%2$@,%1$lld more shells to unlock %2$@,"VoiceOver label for the next-character prompt on the home screen. First argument is the shells still needed, second is the animal's name."
Localizable,home.pausedCards %lld,af,plural.one,translated,%lld skulp onderbreek,%lld shell paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,af,plural.other,translated,%lld skulpe onderbreek,%lld shells paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,am,plural.one,translated,%lld ዛጎል በቆመ ጨዋታ ውስጥ ተቀምጧል,%lld shell paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,am,plural.other,translated,%lld ዛጎሎች በቆመ ጨዋታ ውስጥ ተቀምጠዋል,%lld shells paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,ar,plural.one,translated,%lld صدفة محفوظة في لعبة متوقفة,%lld shell paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,ar,plural.other,translated,%lld أصداف محفوظة في لعبة متوقفة,%lld shells paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,as,plural.one,translated,%lldটা শামুকৰ খোলা থমকাই ৰখা খেলত সুৰক্ষিত,%lld shell paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,as,plural.other,translated,%lldটা শামুকৰ খোলা থমকাই ৰখা খেলত সুৰক্ষিত,%lld shells paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,az,plural.one,translated,%lld dəniz qabığı fasilədədir,%lld shell paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,az,plural.other,translated,%lld dəniz qabığı fasilədədir,%lld shells paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,be,plural.one,translated,На паўзе %lld ракавінка,%lld shell paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,be,plural.other,translated,На паўзе %lld ракавінак,%lld shells paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,bg,plural.one,translated,%lld мида е запазена на пауза,%lld shell paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,bg,plural.other,translated,%lld миди са запазени на пауза,%lld shells paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,bn,plural.one,translated,%lldটি ঝিনুক বিরত রাখা খেলায় জমা আছে,%lld shell paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,bn,plural.other,translated,%lldটি ঝিনুক বিরত রাখা খেলায় জমা আছে,%lld shells paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,bo,plural.one,translated,མཚམས་བཞག་པའི་རྩེད་མོའི་ནང་ཉ་ཕྱིས་ %lld ཉར་ཡོད།,%lld shell paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,bo,plural.other,translated,མཚམས་བཞག་པའི་རྩེད་མོའི་ནང་ཉ་ཕྱིས་ %lld ཉར་ཡོད།,%lld shells paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,bs,plural.one,translated,%lld školjka na pauzi,%lld shell paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,bs,plural.other,translated,%lld školjki na pauzi,%lld shells paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,ca,plural.one,translated,%lld petxina en pausa,%lld shell paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,ca,plural.other,translated,%lld petxines en pausa,%lld shells paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,cs,plural.one,translated,%lld mušle pozastavena,%lld shell paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,cs,plural.other,translated,%lld mušlí pozastaveno,%lld shells paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,cy,plural.one,translated,%lld gragen wedi’i seibio,%lld shell paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,cy,plural.other,translated,%lld cregyn wedi’u seibio,%lld shells paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,da,plural.one,translated,%lld musling sat på pause,%lld shell paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,da,plural.other,translated,%lld muslinger sat på pause,%lld shells paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,de,plural.one,translated,%lld Muschel pausiert,%lld shell paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,de,plural.other,translated,%lld Muscheln pausiert,%lld shells paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,el,plural.one,translated,%lld κοχύλι σε παύση,%lld shell paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,el,plural.other,translated,%lld κοχύλια σε παύση,%lld shells paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,en,plural.one,translated,%lld shell paused,%lld shell paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,en,plural.other,translated,%lld shells paused,%lld shells paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,es,plural.one,translated,%lld concha en pausa,%lld shell paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,es,plural.other,translated,%lld conchas en pausa,%lld shells paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,et,plural.one,translated,%lld merekarp pausil,%lld shell paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,et,plural.other,translated,%lld merekarpi pausil,%lld shells paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,eu,plural.one,translated,Maskor %lld pausatuta,%lld shell paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,eu,plural.other,translated,%lld maskor pausatuta,%lld shells paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
Localizable,home.pausedCards %lld,fa,plural.one,translated,%lld صدف در بازیِ متوقف‌شده,%lld shell paused,"VoiceOver value for a level tile that holds a paused run, saying how many shells are being kept."
